rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,content_type,created_month_num,created_full_date,channel_age_days,created_weekday
623,Prime Video India,15700000,8696631898.0,Entertainment,Prime Video India,7090,United States,US,Entertainment,569.0,144.0,139.0,335111000.0,83800.0,1300000.0,1000000.0,16100000.0,2016.0,10.0,3,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,10,2016-10-03,3394,0
624,Caeli YT,15600000,1511794214.0,Entertainment,Caeli YT,483,Mexico,MX,Entertainment,7440.0,24.0,140.0,62551000.0,0.0,0.0,0.0,0.0,2010.0,9.0,22,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Entertainment,9,2010-09-22,5597,2
625,Kuplinov ï¿½ï¿½ï¿,15600000,6862529416.0,Gaming,Kuplinov ï¿½ï¿½ï¿,6623,Unknown,Unknown,Games,863.0,,44.0,98660000.0,24700.0,394600.0,296000.0,4700000.0,2012.0,12.0,23,,,,,,,Gaming,12,2012-12-23,4774,6
626,Linus Tech Tips,15600000,7172386509.0,Science & Technology,Linus Tech Tips,6542,Canada,CA,Tech,802.0,7.0,11.0,88224000.0,22100.0,352900.0,264700.0,4200000.0,2008.0,11.0,25,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771,Science & Technology,11,2008-11-25,6263,1
627,Juliana Baltar,15600000,3869457097.0,Entertainment,Juliana Baltar,2019,Brazil,BR,Entertainment,2002.0,34.0,140.0,56218000.0,14100.0,224900.0,168700.0,2700000.0,2010.0,5.0,9,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Entertainment,5,2010-05-09,5733,6
628,5-Minute Crafts FAMILY,15600000,6165757696.0,People & Blogs,5-Minute Crafts FAMILY,4245,United States,US,Howto,1005.0,145.0,21.0,27382000.0,6800.0,109500.0,82100.0,1300000.0,2018.0,12.0,13,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,12,2018-12-13,2593,3
629,Blippi Espaï¿½ï,15500000,8984089026.0,People & Blogs,Blippi Espaï¿½ï,598,Mexico,MX,Education,538.0,24.0,32.0,90012000.0,22500.0,360000.0,270000.0,4300000.0,2017.0,1.0,13,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,People & Blogs,1,2017-01-13,3292,4
630,Super Senya,15500000,5070970714.0,Entertainment,Super Senya,0,Unknown,Unknown,,4057944.0,,,64085000.0,0.0,0.0,0.0,0.0,2017.0,7.0,27,,,,,,,Entertainment,7,2017-07-27,3097,3
631,Katakit Baby TV,15500000,6386271870.0,Music,Katakit Baby TV,220,Saudi Arabia,SA,Music,954.0,4.0,122.0,90914000.0,22700.0,363700.0,272700.0,4400000.0,2010.0,7.0,26,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162,Music,7,2010-07-26,5655,0
632,Infobells Bangla,15500000,7776706184.0,Education,Infobells Bangla,359,India,IN,Education,687.0,98.0,32.0,167888000.0,42000.0,671600.0,503700.0,8100000.0,2016.0,6.0,13,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Education,6,2016-06-13,3506,0
633,ýýýýýýýý ýý ýýýýýýýý,15500000,8265129639.0,Shows,ýýýýýýýý ýý ýýýýýýýý,1021,Saudi Arabia,SA,Film,619.0,4.0,33.0,135036000.0,33800.0,540100.0,405100.0,6500000.0,2017.0,5.0,16,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162,Shows,5,2017-05-16,3169,1
634,Henrique e Juliano,15500000,14619523361.0,Music,Henrique e Juliano,325,Brazil,BR,Music,236.0,35.0,123.0,163678000.0,40900.0,654700.0,491000.0,7900000.0,2009.0,6.0,27,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Music,6,2009-06-27,6049,5
635,Mr DegrEE,15500000,12880388253.0,Science & Technology,MrDegree,0,United States,US,Entertainment,4057944.0,5048.0,4453.0,64085000.0,0.0,0.0,0.0,0.0,2016.0,3.0,2,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Science & Technology,3,2016-03-02,3609,2
636,Kashvi Adlakha,15500000,12714141740.0,Entertainment,Kashvi Adlakha,1525,India,IN,Entertainment,300.0,99.0,141.0,139123000.0,34800.0,556500.0,417400.0,6700000.0,2017.0,4.0,9,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,4,2017-04-09,3206,6
637,Talking Tom & Friends,15500000,6396049701.0,Entertainment,Talking Tom & Friends,417,United States,US,Film,956.0,146.0,34.0,27375000.0,6800.0,109500.0,82100.0,1300000.0,2010.0,10.0,14,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,10,2010-10-14,5575,3
638,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,15500000,4499826716.0,Howto & Style,ýýýýýýýý ýýýýýýýýýýýýýý ýýýý 5 ýýýýýýýýýý,5183,Egypt,EG,Howto,1597.0,1.0,22.0,32916000.0,8200.0,131700.0,98700.0,1600000.0,2017.0,12.0,8,35.2,100388073.0,10.76,42895824.0,26.820553,30.802498,Howto & Style,12,2017-12-08,2963,4
639,Harsh Beniwal,15400000,1781226000.0,Comedy,Harsh Beniwal,165,India,IN,Comedy,5724.0,100.0,27.0,27963000.0,7000.0,111900.0,83900.0,1300000.0,2015.0,5.0,6,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,5,2015-05-06,3910,2
640,FFUNTV,15400000,11513738907.0,Gaming,FFUNTV,379,United Arab Emirates,AE,Entertainment,349.0,6.0,141.0,80172000.0,20000.0,320700.0,240500.0,3800000.0,2018.0,7.0,18,36.8,9770529.0,2.35,8479744.0,23.424076,53.847818,Gaming,7,2018-07-18,2741,2
641,Mobile Legends: Bang Bang,15400000,1543608082.0,Gaming,Mobile Legends: Bang Bang,1647,United States,US,Games,6793.0,147.0,45.0,55369000.0,13800.0,221500.0,166100.0,2700000.0,2016.0,7.0,14,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,7,2016-07-14,3475,3
642,Roman Atwood Vlogs,15400000,5469103954.0,People & Blogs,Roman Atwood Vlogs,1756,United States,US,People,1201.0,147.0,42.0,1583000.0,396.0,6300.0,4700.0,76000.0,2013.0,8.0,12,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,8,2013-08-12,4542,0
643,Mrwhosetheboss,15400000,3736069980.0,Science & Technology,Mrwhosetheboss,1577,United Kingdom,GB,Tech,2083.0,24.0,12.0,167697000.0,41900.0,670800.0,503100.0,8000000.0,2011.0,4.0,20,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Science & Technology,4,2011-04-20,5387,2
644,Genierock,15400000,14564170905.0,Music,Genierock,1725,Thailand,TH,Music,239.0,11.0,124.0,82798000.0,20700.0,331200.0,248400.0,4000000.0,2008.0,3.0,9,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Music,3,2008-03-09,6524,6
645,zayn,15400000,4909687948.0,Music,zayn,21,United States,US,Music,1401.0,147.0,124.0,36790000.0,9200.0,147200.0,110400.0,1800000.0,2016.0,1.0,26,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,1,2016-01-26,3645,1
646,Kerajinan 5-Menit,15400000,4750420071.0,People & Blogs,Kerajinan 5-Menit,4186,Indonesia,ID,Howto,1461.0,23.0,23.0,19740000.0,4900.0,79000.0,59200.0,947500.0,2018.0,11.0,21,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,People & Blogs,11,2018-11-21,2615,2
647,FC Barcelona,15300000,2656528205.0,Sports,FC Barcelona,10988,Spain,ES,Sports,3356.0,11.0,9.0,84867000.0,21200.0,339500.0,254600.0,4100000.0,2006.0,2.0,6,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Sports,2,2006-02-06,7286,0
648,Dave and Ava - Nursery Rhymes and Baby Songs,15300000,10714145606.0,Education,Dave and Ava - Nursery Rhymes and Baby Songs,851,United States,US,Education,390.0,148.0,33.0,77053000.0,19300.0,308200.0,231200.0,3700000.0,2014.0,12.0,4,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,12,2014-12-04,4063,3
649,LOKESH GAMER,15300000,1640078055.0,Gaming,LOKESH GAMER,1397,India,IN,Games,6356.0,101.0,46.0,5920000.0,1500.0,23700.0,17800.0,284200.0,2017.0,11.0,16,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Gaming,11,2017-11-16,2985,3
650,ILYA BORZOV,15300000,9938811455.0,People & Blogs,ILYA BORZOV,2175,Russia,RU,People,441.0,8.0,42.0,475565000.0,118900.0,1900000.0,1400000.0,22800000.0,2021.0,4.0,1,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,People & Blogs,4,2021-04-01,1753,3
651,Mazhavil Manorama,15300000,16545966132.0,Entertainment,Mazhavil Manorama,87864,India,IN,Entertainment,175.0,100.0,142.0,361483000.0,90400.0,1400000.0,1100000.0,17400000.0,2011.0,10.0,31,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,10,2011-10-31,5193,0
652,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15200000,857725714.0,People & Blogs,Pokï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,194,India,IN,Film,13929.0,100.0,35.0,65380000.0,16300.0,261500.0,196100.0,3100000.0,2017.0,10.0,15,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,People & Blogs,10,2017-10-15,3017,6
653,The MriDul,15200000,4503880875.0,Comedy,The MriDul,106,India,IN,Comedy,1593.0,102.0,28.0,98329000.0,24600.0,393300.0,295000.0,4700000.0,2015.0,3.0,14,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,3,2015-03-14,3963,5
654,Niana Guerrero,15200000,1491452935.0,Entertainment,Niana Guerrero,443,Philippines,PH,Entertainment,7153.0,6.0,144.0,9980000.0,2500.0,39900.0,29900.0,479000.0,2013.0,4.0,11,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,Entertainment,4,2013-04-11,4665,3
655,SRK MUSIC,15200000,6391679636.0,Music,SRK MUSIC,5056,India,IN,Music,955.0,102.0,126.0,57809000.0,14500.0,231200.0,173400.0,2800000.0,2012.0,3.0,16,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,3,2012-03-16,5056,4
656,Sony LIV,15200000,7151683497.0,Entertainment,Sony LIV,11099,India,IN,Entertainment,794.0,102.0,144.0,210909000.0,52700.0,843600.0,632700.0,10100000.0,2014.0,5.0,2,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,5,2014-05-02,4279,4
657,T-Series Hamaar Bhojpuri,15200000,7564652648.0,Entertainment,T-Series Hamaar Bhojpuri,9862,India,IN,Music,728.0,101.0,125.0,105978000.0,26500.0,423900.0,317900.0,5100000.0,2011.0,11.0,1,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,11,2011-11-01,5192,1
658,Oyuncak Avï¿,15200000,8333387785.0,Entertainment,Oyuncak Avï¿,654,Turkey,TR,Entertainment,615.0,5.0,144.0,4427000.0,1100.0,17700.0,13300.0,212500.0,2014.0,12.0,29,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322,Entertainment,12,2014-12-29,4038,0
659,CNN,15200000,14198154095.0,News & Politics,CNN,160405,United States,US,News,247.0,148.0,16.0,187006000.0,46800.0,748000.0,561000.0,9000000.0,2005.0,10.0,2,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,News & Politics,10,2005-10-02,7413,6
660,NDTV India,15200000,6624168155.0,News & Politics,NDTV India,91704,India,IN,News,900.0,101.0,16.0,49662000.0,12400.0,198600.0,149000.0,2400000.0,2008.0,1.0,19,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,News & Politics,1,2008-01-19,6574,5
661,It's Mamix,15100000,1777072487.0,People & Blogs,It's Mamix,210,United States,US,People,5778.0,150.0,44.0,15984000.0,4000.0,63900.0,48000.0,767200.0,2017.0,2.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,2,2017-02-01,3273,2
662,Kim Loaiza,15100000,1576633086.0,Music,Kim Loaiza,18,Unknown,Unknown,Music,6655.0,,127.0,26053000.0,6500.0,104200.0,78200.0,1300000.0,2019.0,1.0,18,,,,,,,Music,1,2019-01-18,2557,4
663,Daftar Populer,15100000,2143140898.0,Education,Daftar Populer,3810,Indonesia,ID,Entertainment,4520.0,24.0,144.0,17231000.0,4300.0,68900.0,51700.0,827100.0,2017.0,1.0,16,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Education,1,2017-01-16,3289,0
664,Musas,15100000,2400037562.0,Howto & Style,Jordi Sala,159,Andorra,AD,People,3889418.0,504.0,7615.0,86.0,0.02,0.34,0.26,4.0,2006.0,3.0,12,,,,,,,Howto & Style,3,2006-03-12,7252,6
665,Ranz Kyle,15100000,1760131384.0,People & Blogs,Ranz Kyle,533,Philippines,PH,Entertainment,5849.0,7.0,145.0,12376000.0,3100.0,49500.0,37100.0,594000.0,2008.0,4.0,27,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,People & Blogs,4,2008-04-27,6475,6
666,PowerfulJRE,15100000,3060202847.0,People & Blogs,PowerfulJRE,1037,United States,US,People,2796.0,149.0,43.0,43409000.0,10900.0,173600.0,130200.0,2100000.0,2013.0,1.0,12,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,1,2013-01-12,4754,5
667,Mariale,15100000,2761547758.0,Howto & Style,Mariale,2618,United States,US,Entertainment,3241.0,150.0,145.0,11956000.0,3000.0,47800.0,35900.0,573900.0,2010.0,1.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,1,2010-01-06,5856,2
668,Makiman131,15100000,4236036141.0,Gaming,Makiman131,2997,Spain,ES,Entertainment,1760.0,12.0,145.0,5972000.0,1500.0,23900.0,17900.0,286600.0,2013.0,2.0,12,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Gaming,2,2013-02-12,4723,1
669,Hongyu ASMR ï¿½ï¿½,15100000,4967784343.0,People & Blogs,Hongyu ASMR ï¿½ï¿½ï,1,Unknown,Unknown,People,4057925.0,,7694.0,64085000.0,0.0,0.0,0.0,0.0,2021.0,3.0,16,,,,,,,People & Blogs,3,2021-03-16,1769,1
670,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,15100000,5324913850.0,People & Blogs,Mohamed Ramadan I ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,753,Egypt,EG,Entertainment,1242.0,2.0,145.0,46060000.0,11500.0,184200.0,138200.0,2200000.0,2014.0,10.0,31,35.2,100388073.0,10.76,42895824.0,26.820553,30.802498,People & Blogs,10,2014-10-31,4097,4
671,EdisonPts,15100000,6668507856.0,Gaming,EdisonPts,3733,Russia,RU,Games,894.0,10.0,47.0,95603000.0,23900.0,382400.0,286800.0,4600000.0,2013.0,6.0,24,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,Gaming,6,2013-06-24,4591,0
672,BIGBANG,15100000,7857371770.0,Music,BIGBANG,776,South Korea,KR,Music,680.0,13.0,127.0,40806000.0,10200.0,163200.0,122400.0,2000000.0,2005.0,10.0,10,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922,Music,10,2005-10-10,7405,0
673,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15100000,9477021288.0,Comedy,Rubï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,921,Argentina,AR,Comedy,491.0,13.0,28.0,512343000.0,128100.0,2000000.0,1500000.0,24600000.0,2016.0,8.0,2,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Comedy,8,2016-08-02,3456,1
674,ABS-CBN News,15100000,10489367372.0,News & Politics,ABS-CBN News,209520,Philippines,PH,News,404.0,7.0,17.0,181644000.0,45400.0,726600.0,544900.0,8700000.0,2009.0,10.0,22,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,News & Politics,10,2009-10-22,5932,3
675,Chapitosiki,15100000,13897932103.0,Entertainment,Chapitosiki,2717,Russia,RU,Entertainment,256.0,9.0,143.0,713509000.0,178400.0,2900000.0,2100000.0,34200000.0,2020.0,1.0,24,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,Entertainment,1,2020-01-24,2186,4
676,AdeleVEVO,15100000,12413869881.0,Music,AdeleVEVO,52,United Kingdom,GB,Music,309.0,25.0,127.0,84750000.0,21200.0,339000.0,254300.0,4100000.0,2009.0,10.0,15,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,10,2009-10-15,5939,3
677,MoreAliA,15000000,4352427049.0,Gaming,MoreAliA,2324,United Kingdom,GB,Games,1663.0,25.0,47.0,250995000.0,62700.0,1000000.0,753000.0,12000000.0,2013.0,5.0,6,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Gaming,5,2013-05-06,4640,0
678,Chetan Monga Vlogs,15000000,9924103188.0,People & Blogs,Chetan Monga Vlogs,899,India,IN,People,457.0,104.0,45.0,113572000.0,28400.0,454300.0,340700.0,5500000.0,2014.0,8.0,17,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,People & Blogs,8,2014-08-17,4172,6
679,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,15000000,8897705695.0,Entertainment,Little Angel - Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,795,Brazil,BR,Education,548.0,36.0,34.0,145478000.0,36400.0,581900.0,436400.0,7000000.0,2018.0,1.0,26,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Entertainment,1,2018-01-26,2914,4
680,League of Legends,15000000,7159750970.0,Gaming,League of Legends,1362,United States,US,Games,805.0,151.0,48.0,43133000.0,10800.0,172500.0,129400.0,2100000.0,2009.0,2.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,2,2009-02-09,6187,0
681,TheRichest,15000000,2730879024.0,Education,Therichest,0,United States,US,Games,4057944.0,7692.0,7445.0,64085000.0,0.0,0.0,0.0,0.0,2006.0,5.0,25,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,5,2006-05-25,7178,3
682,XpressTV,15000000,4008801873.0,Entertainment,XpressTV,724,Mexico,MX,Entertainment,1907.0,26.0,146.0,33880000.0,8500.0,135500.0,101600.0,1600000.0,2014.0,11.0,17,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Entertainment,11,2014-11-17,4080,0
683,PlayStation,15000000,4741434420.0,Gaming,PlayStation,20292,United States,US,Games,1469.0,151.0,48.0,41789000.0,10400.0,167200.0,125400.0,2000000.0,2005.0,12.0,16,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,12,2005-12-16,7338,4
684,Kwebbelkop,15000000,6889304306.0,Gaming,Kwebbelkop,5198,United States,US,Film,857.0,151.0,37.0,29724000.0,7400.0,118900.0,89200.0,1400000.0,2008.0,4.0,2,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,4,2008-04-02,6500,2
685,Republic Bharat,15000000,7536093065.0,News & Politics,Gyani Beast,206,India,IN,News,1145576.0,2573.0,1992.0,998.0,0.25,4.0,3.0,48.0,2018.0,8.0,16,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,News & Politics,8,2018-08-16,2712,3
686,THE BROWN SIBLINGS,15000000,8658553456.0,Entertainment,THE BROWN SIBLINGS,965,India,IN,Entertainment,577.0,103.0,145.0,102357000.0,25600.0,409400.0,307100.0,4900000.0,2016.0,10.0,9,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,10,2016-10-09,3388,6
687,Sony Music South,15000000,9978734160.0,Music,Sony Music South,2726,India,IN,Music,439.0,103.0,127.0,242185000.0,60500.0,968700.0,726600.0,11600000.0,2014.0,8.0,6,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,8,2014-08-06,4183,2
688,BigSchool,15000000,9996133066.0,Gaming,Big School,68,Unknown,Unknown,Film,4056600.0,,5289.0,64085000.0,0.0,0.0,0.0,0.0,2020.0,12.0,2,,,,,,,Gaming,12,2020-12-02,1873,2
689,Ray William Johnson,15000000,10239836582.0,Entertainment,Ray William Johnson,1803,United States,US,Comedy,423.0,151.0,29.0,312858000.0,78200.0,1300000.0,938600.0,15000000.0,2008.0,5.0,26,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,5,2008-05-26,6446,0
690,KOMPASTV,15000000,11827310821.0,News & Politics,KOMPASTV,269050,Indonesia,ID,News,331.0,25.0,17.0,113064000.0,28300.0,452300.0,339200.0,5400000.0,2013.0,8.0,23,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,News & Politics,8,2013-08-23,4531,4
691,ISSEI / ï¿½ï¿½ï¿½ï¿½,15000000,13562853889.0,Comedy,ISSEI / ï¿½ï¿½ï¿½ï¿½,1788,Japan,JP,Comedy,277.0,5.0,29.0,282372000.0,70600.0,1100000.0,847100.0,13600000.0,2014.0,7.0,23,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924,Comedy,7,2014-07-23,4197,2
692,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,15000000,11506702632.0,Music,Zï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,340,Brazil,BR,Music,347.0,36.0,128.0,182871000.0,45700.0,731500.0,548600.0,8800000.0,2012.0,4.0,3,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Music,4,2012-04-03,5038,1
693,A2 Motivation by Arvind Arora,15000000,8932038210.0,Entertainment,A2 Motivation by Arvind Arora,3168,India,IN,Entertainment,544.0,104.0,146.0,130731000.0,32700.0,522900.0,392200.0,6300000.0,2017.0,4.0,7,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,4,2017-04-07,3208,4
694,50 Cent,14900000,10069000444.0,Music,50 Cent,419,United States,US,Music,435.0,152.0,129.0,119812000.0,30000.0,479200.0,359400.0,5800000.0,2007.0,2.0,8,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,2,2007-02-08,6919,3
695,MNCTV OFFICIAL,14900000,8074260978.0,Entertainment,MNCTV OFFICIAL,66362,Indonesia,ID,Entertainment,639.0,26.0,146.0,43581000.0,10900.0,174300.0,130700.0,2100000.0,2012.0,11.0,29,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Entertainment,11,2012-11-29,4798,3
696,ERB,14900000,4033400167.0,Entertainment,ERB,86,United States,US,Entertainment,1886.0,152.0,147.0,11043000.0,2800.0,44200.0,33100.0,530100.0,2006.0,2.0,8,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,2,2006-02-08,7284,2
697,melanie martinez,14900000,4395184343.0,Music,melanie martinez,127,United States,US,Music,1656.0,152.0,129.0,56358000.0,14100.0,225400.0,169100.0,2700000.0,2007.0,11.0,3,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,11,2007-11-03,6651,5
698,iTownGamePlay *Terror&Diversiï¿½ï,14900000,4977284539.0,Entertainment,iTownGamePlay *Terror&Diversiï¿½ï,8420,Spain,ES,Games,1377.0,13.0,49.0,13857000.0,3500.0,55400.0,41600.0,665200.0,2012.0,2.0,15,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Entertainment,2,2012-02-15,5086,2
699,ýýýýýýýýýýýý8 : Thai Ch8,14900000,5549770244.0,Entertainment,ýýýýýýýýýýýý8 : Thai Ch8,27944,Thailand,TH,Entertainment,1181.0,12.0,147.0,49556000.0,12400.0,198200.0,148700.0,2400000.0,2011.0,10.0,17,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Entertainment,10,2011-10-17,5207,0
700,ZutiGang,14900000,15913320995.0,People & Blogs,ZutiGang,1363,Unknown,Unknown,People,192.0,,45.0,346653000.0,86700.0,1400000.0,1000000.0,16600000.0,2021.0,3.0,5,,,,,,,People & Blogs,3,2021-03-05,1780,4
701,ýýýýýý,14900000,439098.0,People & Blogs,ýýýýýý,1,Russia,RU,News,3609784.0,10.0,19.0,7697.0,2.0,31.0,23.0,369.0,2008.0,8.0,11,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,People & Blogs,8,2008-08-11,6369,0
702,TazerCraft,14900000,5956193599.0,Gaming,TazerCraft,4175,Brazil,BR,Games,1066.0,37.0,49.0,39775000.0,9900.0,159100.0,119300.0,1900000.0,2011.0,7.0,13,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Gaming,7,2011-07-13,5303,2
703,Bayashi TV,14900000,8615618825.0,Entertainment,ýýýýýýýýýýýýýýýýýýBAYASHITV,93,Japan,JP,Autos,3468229.0,3508.0,3271.0,2477.0,0.62,10.0,7.0,119.0,2012.0,11.0,19,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924,Entertainment,11,2012-11-19,4808,0
704,Fueled By Ramen,14800000,13356517783.0,Music,Fueled By Ramen,1210,United States,US,Entertainment,276.0,153.0,148.0,61205000.0,15300.0,244800.0,183600.0,2900000.0,2006.0,6.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,6,2006-06-09,7163,4
705,CrashCourse,14800000,1833519700.0,Education,CrashCourse,1481,United States,US,Education,5533.0,153.0,35.0,7177000.0,1800.0,28700.0,21500.0,344500.0,2006.0,5.0,20,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Education,5,2006-05-20,7183,5
706,MattyBRaps,14800000,3587576784.0,Music,MattyBRaps,195,United States,US,Music,2226.0,153.0,130.0,22980000.0,5700.0,91900.0,68900.0,1100000.0,2010.0,5.0,31,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,5,2010-05-31,5711,0
707,Lachlan,14800000,5269059435.0,Gaming,Lachlan,3834,Australia,AU,Games,1253.0,7.0,50.0,21072000.0,5300.0,84300.0,63200.0,1000000.0,2013.0,3.0,19,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136,Gaming,3,2013-03-19,4688,1
